"Year","Sample","Temp_range","Temp_flag","moisture","moisture_units","moisture_flag","R10","Q10","Q10_flag","Species","Latitude","Longitude","lat_lon_notes","Manipulation","Ecosystem_type_old","Ecosystem_type","Biome","Source","Incubation","Duplicate_record","notes","notes2","notes_data_location","StudyName","DOI","Meas_method","Horizon","Depth_cm","Vegetation","notes3","MAT_C","MMT_C","MAP_mm","...35","Texture","...37","time_days","Elevation_m","...40","...41","corg","norg","clay","ph"
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2","34_42'N","120_03'W",,,"grass","Grassland",,"Wang et al. 2018","lab",,,"Decomposition of soil organic matter from boreal black spruce forest-environmental and chemical controls",,"Fierer et al., 2003","https://doi.org/10.2136/sssaj2003.0798",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2","35_58'N","101_53'E",,,"grass","Grassland",,"Wang et al. 2018","lab",,,"Long-term nitrogen & phosphorus additions reduce soil microbial respiration but increase its temperature sensitivity in a Tibetan alpine meadow","FIgure 4","Guo et al., 2017","https://doi.org/10.1016/j.soilbio.2017.05.024",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2","40_47'N","3_57'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Both altitude and vegetation affect temperature sensitivity of soil organic matter decomposition in Mediterranean high mountain soils","Figure 2","Gutiérrez-Girón et al., 2015","https://doi.org/10.1016/j.geoderma.2014.08.005",,,,,,,,,,,,,,,,,,,
,,"10_20",,"65_75","percent_saturation",,,1.69,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Cladium",,,,,,,,,,,,,,,
,,"10_20",,"65_75","percent_saturation",,,1.74,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Eleocharis",,,,,,,,,,,,,,,
,,"10_20",,"65_75","percent_saturation",,,1.43,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Panicum",,,,,,,,,,,,,,,
,,"10_20",,"65_75","percent_saturation",,,1.56,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Salix",,,,,,,,,,,,,,,
,,"10_20",,"65_75","percent_saturation",,,1.4,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Typha",,,,,,,,,,,,,,,
,,"20_30",,"65_75","percent_saturation",,,1.81,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Cladium",,,,,,,,,,,,,,,
,,"20_30",,"65_75","percent_saturation",,,1.48,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Eleocharis",,,,,,,,,,,,,,,
,,"20_30",,"65_75","percent_saturation",,,1.67,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Panicum",,,,,,,,,,,,,,,
,,"20_30",,"65_75","percent_saturation",,,1.46,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Salix",,,,,,,,,,,,,,,
,,"20_30",,"65_75","percent_saturation",,,3.04,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Typha",,,,,,,,,,,,,,,
,,"10_30",,"65_75","percent_saturation",,,1.75,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Cladium",,,,,,,,,,,,,,,
,,"10_30",,"65_75","percent_saturation",,,1.6,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Eleocharis",,,,,,,,,,,,,,,
,,"10_30",,"65_75","percent_saturation",,,1.54,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Panicum",,,,,,,,,,,,,,,
,,"10_30",,"65_75","percent_saturation",,,1.5,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Salix",,,,,,,,,,,,,,,
,,"10_30",,"65_75","percent_saturation",,,2.05,,"CO2","27_49.79'N","80_39.36'W",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Temperature sensitivity of greenhouse gas production in wetland soils of different vegetation","Table 4","Inglett et al., 2012","https://doi.org/10.1007/s10533-011-9573-3",,,"0_10","Typha",,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"5_15",,,,,,3.4,"day0","CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"organic","0_10","Spruce",,,,,,,,,,,,,,,
,,"15_25",,,,,,2.6,"day0","CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"organic","0_10","Spruce",,,,,,,,,,,,,,,
,,"5_15",,,,,,4,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","10_15","Spruce",,,,,,,,,,,,,,,
,,"15_25",,,,,,3.1,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","10_15","Spruce",,,,,,,,,,,,,,,
,,"5_15",,,,,,3.4,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"organic","0_10","Pine",,,,,,,,,,,,,,,
,,"15_25",,,,,,2.6,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"organic","0_10","Pine",,,,,,,,,,,,,,,
,,"5_15",,,,,,7.3,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","10_15","Pine",,,,,,,,,,,,,,,
,,"15_25",,,,,,3.7,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","10_15","Pine",,,,,,,,,,,,,,,
,,"5_15",,,,,,9.7,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","15_30","Spruce",,,,,,,,,,,,,,,
,,"15_25",,,,,,3.2,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","15_30","Spruce",,,,,,,,,,,,,,,
,,"5_15",,,,,,7,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","15_30","Pine",,,,,,,,,,,,,,,
,,"15_25",,,,,,3.5,,"CO2","61_48'N","24_19'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of organic matter decomposition in two boreal forest soil profiles",,"Karhu et al., 2010","https://doi.org/10.1016/j.soilbio.2009.10.002",,"mineral","15_30","Pine",,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"0_10",,"50","perc_WHC",,,3,"2.8_3.2","CO2","49.56_N","20.83_E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Drivers of temperature sensitivity of decomposition of soil organic matter along a mountain altitudinal gradient in the Western Carpathians",,"Klimek et al., 2016","https://doi.org/10.1007/s11284-016-1369-4",,,"0_10",,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2","48_0'N","58_55'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"A warmer climate reduces the bioreactivity of isolated boreal forest soil horizons without increasing the temperature sensitivity of respiratory CO2 loss-2021","Figure 4","Laganière et al., 2015","https://doi.org/10.1016/j.soilbio.2015.02.025",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2","41_40'N","123_43'E",,,"Cropland","Agriculture",,"Wang et al. 2018","lab",,,"Carbon quality mediates the temperature sensitivity of soil organic carbon decomposition in managed ecosystems","Figure 1","Li et al., 2017","https://doi.org/10.1016/j.agee.2017.09.001",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2","34.09552_N","92.33949_E",,,"wetland","wetland",,"Wang et al. 2018","lab",,,"Research on temperature snesitivity of soil respiration and different active organic carbon fractions of Qinghai-Tibet Plateau permafrost",,"Liao et al., 2011",,,,,,,,,,,,,,,,,,,,
,"HA","10_20",,"60","perc_WHC",,,1.1,"aSOC","CO2","23_20'N","109_55'E",,,"Cropland","Agriculture",,"Wang et al. 2018","lab",,,"Decadally cycling soil carbon is more sensitive to warming than faster-cycling soil carbon",,"Lin et al., 2015","https://doi.org/10.1111/gcb.13071",,,,,,,,,,,,,,,,,,,
,"HA","10_20",,"60","perc_WHC",,,1.7,"dSOC","CO2","23_20'N","109_55'E",,,"Cropland","Agriculture",,"Wang et al. 2018","lab",,,"Decadally cycling soil carbon is more sensitive to warming than faster-cycling soil carbon",,"Lin et al., 2015","https://doi.org/10.1111/gcb.13071",,,,,,,,,,,,,,,,,,,
,"GG","10_20",,"60","perc_WHC",,,0.9,"aSOC","CO2","23_20'N","109_55'E",,,"Cropland","Agriculture",,"Wang et al. 2018","lab",,,"Decadally cycling soil carbon is more sensitive to warming than faster-cycling soil carbon",,"Lin et al., 2015","https://doi.org/10.1111/gcb.13071",,,,,,,,,,,,,,,,,,,
,"GG","10_20",,"60","perc_WHC",,,2,"dSOC","CO2","23_20'N","109_55'E",,,"Cropland","Agriculture",,"Wang et al. 2018","lab",,,"Decadally cycling soil carbon is more sensitive to warming than faster-cycling soil carbon",,"Lin et al., 2015","https://doi.org/10.1111/gcb.13071",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2","42_4'S","116_7'E",,,"grass","Grassland",,"Wang et al. 2018","lab",,,"Respiratory substrate availability plays a crucial role in the response of soil respiration",,"Liu et al., 2006","https://doi.org/10.1016/j.apsoil.2005.08.001",,,,,,,,,,,,,,,,,,,
,"Cropland","5_25",,"30","perc_WHC",,,1.72,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Cropland","5_25",,"30","perc_WHC",,,1.63,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"30","perc_WHC",,,2.02,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"30","perc_WHC",,,2.01,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"30","perc_WHC",,,1.95,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"30","perc_WHC",,,2.27,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"30","perc_WHC",,,2.3,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"30","perc_WHC",,,2.12,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"30","perc_WHC",,,2.05,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"30","perc_WHC",,,2.11,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"30","perc_WHC",,,2.07,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"30","perc_WHC",,,2.22,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Cropland","5_25",,"45","perc_WHC",,,1.77,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Cropland","5_25",,"45","perc_WHC",,,1.63,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"45","perc_WHC",,,2,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"45","perc_WHC",,,1.97,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"45","perc_WHC",,,2.02,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"45","perc_WHC",,,2.24,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"45","perc_WHC",,,2.26,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"45","perc_WHC",,,2.09,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"45","perc_WHC",,,1.95,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"45","perc_WHC",,,2.12,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"45","perc_WHC",,,2.02,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"45","perc_WHC",,,2.14,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Cropland","5_25",,"60","perc_WHC",,,1.84,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Cropland","5_25",,"60","perc_WHC",,,1.74,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"60","perc_WHC",,,2,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"60","perc_WHC",,,1.95,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"60","perc_WHC",,,1.98,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"60","perc_WHC",,,2.16,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"60","perc_WHC",,,2.19,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"60","perc_WHC",,,1.99,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"60","perc_WHC",,,1.98,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
