ref.id,soil.id,reference,soil,depth,ecosystem,climate,time,tmin,tmax,temp,q10,q10calc,corg,norg,clay,ph,substrate,substrate2
51,200,Rey et al. 2008,COL_10-20,,forest,temperate,16,4,30,17,3.03,equal-time,8.39,0.6,,5.6,N,
51,201,Rey et al. 2008,COL_5-10,,forest,temperate,,4,30,17,3.15,model,11.46,0.78,,5.6,N,
51,201,Rey et al. 2008,COL_5-10,,forest,temperate,9,4,30,17,2.72,equal-time,11.46,0.78,,5.6,N,
51,202,Rey et al. 2008,HAI_0-5,,forest,temperate,,5,30,17.5,2.7,model,6.78,0.5,,5.2,N,
51,203,Rey et al. 2008,HAI_10-20,,forest,temperate,,5,30,17.5,2,model,2.46,0.23,49.99,5.3,N,
51,203,Rey et al. 2008,HAI_10-20,,forest,temperate,20,5,30,17.5,2.56,equal-time,2.46,0.23,49.99,5.3,N,
51,204,Rey et al. 2008,HAI_5-10,,forest,temperate,,5,30,17.5,2.59,model,3.89,0.34,50.56,5.1,N,
51,204,Rey et al. 2008,HAI_5-10,,forest,temperate,20,5,30,17.5,3.04,equal-time,3.89,0.34,50.56,5.1,N,
51,205,Rey et al. 2008,HAR_0-5,,forest,temperate,,4,30,17,2.86,model,7.85,0.61,,3.7,N,
51,206,Rey et al. 2008,HAR_10-20,,forest,temperate,,4,30,17,3.37,model,4.93,0.45,,2.8,N,
51,206,Rey et al. 2008,HAR_10-20,,forest,temperate,14,4,30,17,3.07,equal-time,4.93,0.45,,2.8,N,
51,207,Rey et al. 2008,HAR_5-10,,forest,temperate,,4,30,17,2.55,model,6.77,0.6,,3.1,N,
51,207,Rey et al. 2008,HAR_5-10,,forest,temperate,7,4,30,17,2.61,equal-time,6.77,0.6,,3.1,N,
51,208,Rey et al. 2008,HES_0-5,,forest,temperate,,5,30,17.5,3.25,model,3.85,0.26,,4.1,N,
51,209,Rey et al. 2008,HES_10-20,,forest,temperate,,5,30,17.5,3.11,model,1.57,0.11,32.03,3.8,N,
51,209,Rey et al. 2008,HES_10-20,,forest,temperate,14,5,30,17.5,2.39,equal-time,1.57,0.11,32.03,3.8,N,
51,210,Rey et al. 2008,HES_5-10,,forest,temperate,,5,30,17.5,3.05,model,2.15,0.16,31.78,3.9,N,
51,210,Rey et al. 2008,HES_5-10,,forest,temperate,7,5,30,17.5,2.57,equal-time,2.15,0.16,31.78,3.9,N,
51,211,Rey et al. 2008,LOO_0-5,,forest,temperate,,5,30,17.5,3.17,model,8.46,0.49,,3.4,N,
51,212,Rey et al. 2008,LOO_10-20,,forest,temperate,,5,30,17.5,3.65,model,0.58,0.03,,3,N,
51,212,Rey et al. 2008,LOO_10-20,,forest,temperate,14,5,30,17.5,2.67,equal-time,0.58,0.03,,3,N,
51,213,Rey et al. 2008,LOO_5-10,,forest,temperate,,5,30,17.5,3.28,model,0.72,0.05,,3.3,N,
51,213,Rey et al. 2008,LOO_5-10,,forest,temperate,7,5,30,17.5,3.5,equal-time,0.72,0.05,,3.3,N,
51,214,Rey et al. 2008,ROC_0-5_20y,,forest,temperate,,4,30,17,2.7,model,6.45,0.63,,5.9,N,
51,215,Rey et al. 2008,ROC_10-20_20y,,forest,temperate,,4,30,17,2.79,model,1.99,0.1,,5.2,N,
51,215,Rey et al. 2008,ROC_10-20_20y,,forest,temperate,17,4,30,17,2.38,equal-time,1.99,0.1,,5.2,N,
51,216,Rey et al. 2008,ROC_5-10_20y,,forest,temperate,,4,30,17,2.96,model,3.43,0.56,,5.6,N,
51,216,Rey et al. 2008,ROC_5-10_20y,,forest,temperate,10,4,30,17,2.69,equal-time,3.43,0.56,,5.6,N,
51,217,Rey et al. 2008,THA_0-5_95y,,forest,temperate,,5,30,17.5,2.94,model,36.7,1.54,,3.9,N,
51,218,Rey et al. 2008,THA_10-20_95y,,forest,temperate,,5,30,17.5,,model,4.38,0.16,,3.9,N,
51,218,Rey et al. 2008,THA_10-20_95y,,forest,temperate,20,5,30,17.5,1.83,equal-time,4.38,0.16,,3.9,N,
51,219,Rey et al. 2008,THA_5-10_95y,,forest,temperate,,5,30,17.5,,model,7.3,0.27,,3.9,N,
51,219,Rey et al. 2008,THA_5-10_95y,,forest,temperate,13,5,30,17.5,2.15,equal-time,7.3,0.27,,3.9,N,
51,220,Rey et al. 2008,WET_0-5_120y,,forest,temperate,,4,30,17,2.92,model,30.8,1.41,,3.6,N,
51,221,Rey et al. 2008,WET_10-20_120y,,forest,temperate,,4,30,17,3.41,model,8.51,0.37,36.56,3.1,N,
51,221,Rey et al. 2008,WET_10-20_120y,,forest,temperate,14,4,30,17,2.39,equal-time,8.51,0.37,36.56,3.1,N,
51,222,Rey et al. 2008,WET_5-10_120y,,forest,temperate,,4,30,17,3.07,model,17.27,0.73,26.27,3.1,N,
51,222,Rey et al. 2008,WET_5-10_120y,,forest,temperate,7,4,30,17,2.44,equal-time,17.27,0.73,26.27,3.1,N,
52,223,Rodionow et al. 2006,P0,0 to 10,grassland,temperate,1,5,15,10,2.520537533,equal-time,2.5,0.24,17.2,6.3,N,
52,224,Rodionow et al. 2006,P1,0 to 10,tundra,cold,29,5,15,10,2.172415905,equal-time,3.6,0.14,24,5.5,N,
52,224,Rodionow et al. 2006,P1,10 to 40,tundra,cold,29,5,15,10,2.176460052,equal-time,0.8,0.05,18,5.8,N,
52,225,Rodionow et al. 2006,P2,0 to 30,tundra,cold,29,5,15,10,2,equal-time,3,0.19,28,5.5,N,
52,225,Rodionow et al. 2006,P2,0 to 40,tundra,cold,29,5,15,10,2.43243614,equal-time,5.3,0.28,27.6,6.4,N,
52,226,Rodionow et al. 2006,P3,0 to 20,tundra,cold,29,5,15,10,3.081085777,equal-time,7.4,0.4,30.3,5.9,N,
52,226,Rodionow et al. 2006,P3,20 to 30,tundra,cold,29,5,15,10,2.368417538,equal-time,12.8,0.7,28.4,6,N,
53,227,Shaver et al. 2006,Shav,,tundra,cold,465,7,15,11,2.125,equal-time,33,,,,N,
54,228,Shrestha et al. 2004,Nep,0 to 10,forest,,1,15,20,17.5,1.8,equal-time,3.4,,,4.7,N,
54,228,Shrestha et al. 2004,Nep,0 to 10,forest,,1,5,15,10,3.4,equal-time,3.4,,,4.7,N,
55,229,Song et al. 2010,Camb,0 to 10,tundra,cold,28,5,20,12.5,1.18,equal-time,10,,,,N,
56,230,Townsend et al. 1997,Town_forest1500,,forest,warm,5,20,30,25,1.6,equal-time,26,,,,N,
56,230,Townsend et al. 1997,Town_forest1500,,forest,warm,180,20,30,25,1.4,equal-time,26,,,,N,
56,230,Townsend et al. 1997,Town_forest1500,,forest,warm,5,30,40,35,1.6,equal-time,26,,,,N,
56,230,Townsend et al. 1997,Town_forest1500,,forest,warm,180,30,40,35,1.2,equal-time,26,,,,N,
56,231,Townsend et al. 1997,Town_forest900,,forest,warm,5,20,30,25,1.5,equal-time,14.4,,,,N,
56,231,Townsend et al. 1997,Town_forest900,,forest,warm,180,20,30,25,1.6,equal-time,14.4,,,,N,
56,231,Townsend et al. 1997,Town_forest900,,forest,warm,5,30,40,35,1.3,equal-time,14.4,,,,N,
56,231,Townsend et al. 1997,Town_forest900,,forest,warm,180,30,40,35,1.4,equal-time,14.4,,,,N,
56,232,Townsend et al. 1997,Town_past100,,grassland,warm,5,20,30,25,1.6,equal-time,9.6,,,,N,
56,232,Townsend et al. 1997,Town_past100,,grassland,warm,180,20,30,25,1.8,equal-time,9.6,,,,N,
56,232,Townsend et al. 1997,Town_past100,,grassland,warm,5,30,40,35,1.2,equal-time,9.6,,,,N,
56,232,Townsend et al. 1997,Town_past100,,grassland,warm,180,30,40,35,1.4,equal-time,9.6,,,,N,
56,233,Townsend et al. 1997,Town_past1700,,grassland,warm,5,20,30,25,1.7,equal-time,21,,,,N,
56,233,Townsend et al. 1997,Town_past1700,,grassland,warm,180,20,30,25,2.1,equal-time,21,,,,N,
56,233,Townsend et al. 1997,Town_past1700,,grassland,warm,5,30,40,35,1.6,equal-time,21,,,,N,
56,233,Townsend et al. 1997,Town_past1700,,grassland,warm,180,30,40,35,1.4,equal-time,21,,,,N,
56,234,Townsend et al. 1997,Town_past800,,grassland,warm,5,20,30,25,1.6,equal-time,15.1,,,,N,
56,234,Townsend et al. 1997,Town_past800,,grassland,warm,180,20,30,25,2,equal-time,15.1,,,,N,
56,234,Townsend et al. 1997,Town_past800,,grassland,warm,5,30,40,35,1.2,equal-time,15.1,,,,N,
56,234,Townsend et al. 1997,Town_past800,,grassland,warm,180,30,40,35,1.6,equal-time,15.1,,,,N,
57,235,Vanhala et al. 2007,Van_Control,,cultivated,temperate,61,10,30,20,3.41,equal-time,9,,,,N,
57,235,Vanhala et al. 2007,Van_Control,,cultivated,temperate,1,19,33,26,3.59,equal-time,9,,,,N,
57,236,Vanhala et al. 2007,Van_Maize,,cultivated,temperate,61,10,30,20,3.46,equal-time,10.5,,,,N,
57,236,Vanhala et al. 2007,Van_Maize,,cultivated,temperate,1,19,33,26,3.38,equal-time,10.5,,,,N,
58,237,Wang et al. 2010,Beij1,10 to 20,peat,cold,40,5,20,12.5,2.05,equal-time,44.43,1.31,,3.93,N,
58,238,Wang et al. 2010,Beij2,20 to 30,peat,cold,40,5,20,12.5,1.96,equal-time,40.56,1.65,,3.52,N,
58,239,Wang et al. 2010,Fei1,10 to 20,peat,cold,40,5,20,12.5,2.44,equal-time,42.93,1.34,,4.13,N,
58,240,Wang et al. 2010,Fei2,20 to 30,peat,cold,40,5,20,12.5,2.37,equal-time,37.86,1.71,,3.9,N,
58,241,Wang et al. 2010,Huz1,10 to 20,peat,cold,40,5,20,12.5,2.15,equal-time,45.01,1.41,,3.88,N,
58,242,Wang et al. 2010,Huz2,20 to 30,peat,cold,40,5,20,12.5,2.2,equal-time,41.03,1.7,,3.7,N,
58,243,Wang et al. 2010,Tuqi1,10 to 20,peat,cold,40,5,20,12.5,2.07,equal-time,45.16,1.38,,3.86,N,
58,244,Wang et al. 2010,Tuqi2,20 to 30,peat,cold,40,5,20,12.5,2.06,equal-time,43.37,1.64,,3.72,N,
58,245,Wang et al. 2010,Zhua1,10 to 20,peat,cold,40,5,20,12.5,2.09,equal-time,45.22,1.43,,3.88,N,
58,246,Wang et al. 2010,Zhua2,20 to 30,peat,cold,40,5,20,12.5,2.15,equal-time,41.3,1.59,,3.58,N,
59,247,Wickland and Neff 2008,MD,,forest,cold,57,10,20,15,1.7,equal-time,29.6,1.18,,,N,
59,248,Wickland and Neff 2008,PD,,forest,cold,57,10,20,15,1.6,equal-time,34.7,1.58,,,N,
59,249,Wickland and Neff 2008,WD,,forest,cold,57,10,20,15,1.9,equal-time,31,1.16,,,N,
60,250,Winkler et al. 1996,Wink,0 to 28,forest,temperate,120,4,28,16,1.8,equal-time,,,,,N,
61,251,Xu et al. 2012,C,0 to 20,grassland,temperate,54,5,35,20,2.26921,sequential,1.24,0.113,,7,N,
61,251,Xu et al. 2012,C,0 to 20,grassland,temperate,88,5,35,20,2.37929,sequential,1.24,0.113,,7,N,
61,251,Xu et al. 2012,C,0 to 20,grassland,temperate,122,5,35,20,2.67327,sequential,1.24,0.113,,7,N,
61,251,Xu et al. 2012,C,0 to 20,grassland,temperate,156,5,35,20,2.81405,sequential,1.24,0.113,,7,N,
61,251,Xu et al. 2012,C,0 to 20,grassland,temperate,190,5,35,20,2.90881,sequential,1.24,0.113,,7,N,
62,252,Zhang et al. 2007,EP,0 to 15,cultivated,temperate,23,20,25,22.5,2.06,equal-time,1.77,0.176,45.3,7.15,N,
62,252,Zhang et al. 2007,EP,0 to 15,cultivated,temperate,74,20,25,22.5,2.29,equal-time,1.77,0.176,45.3,7.15,N,
62,252,Zhang et al. 2007,EP,0 to 15,cultivated,temperate,144,20,25,22.5,2.42,equal-time,1.77,0.176,45.3,7.15,N,
62,253,Zhang et al. 2007,PP,0 to 15,cultivated,temperate,23,20,25,22.5,1.3,equal-time,1.75,0.135,26.5,6.89,N,
62,253,Zhang et al. 2007,PP,0 to 15,cultivated,temperate,74,20,25,22.5,0.92,equal-time,1.75,0.135,26.5,6.89,N,
62,253,Zhang et al. 2007,PP,0 to 15,cultivated,temperate,144,20,25,22.5,1.05,equal-time,1.75,0.135,26.5,6.89,N,
62,254,Zhang et al. 2007,RP,0 to 15,cultivated,temperate,23,20,25,22.5,1.43,equal-time,2.44,0.223,25.9,5.54,N,
62,254,Zhang et al. 2007,RP,0 to 15,cultivated,temperate,74,20,25,22.5,1.65,equal-time,2.44,0.223,25.9,5.54,N,
62,254,Zhang et al. 2007,RP,0 to 15,cultivated,temperate,144,20,25,22.5,2.09,equal-time,2.44,0.223,25.9,5.54,N,
63,255,Zhu and Cheng 2011,Cult,0 to 30,cultivated,temperate,,20,25,22.5,2.1,equal-C,0.94,0.11,,,N,
63,255,Zhu and Cheng 2011,Cult,0 to 30,cultivated,temperate,,20,25,22.5,2.2,equal-C,0.94,0.11,,,N,
63,255,Zhu and Cheng 2011,Cult,0 to 30,cultivated,temperate,,20,25,22.5,2,equal-C,0.94,0.11,,,N,
63,255,Zhu and Cheng 2011,Cult,0 to 30,cultivated,temperate,,20,25,22.5,2.7,equal-C,0.94,0.11,,,N,
63,256,Zhu and Cheng 2011,Grass,0 to 30,grassland,temperate,,20,25,22.5,1.8,equal-C,1.2,0.13,,,N,
63,256,Zhu and Cheng 2011,Grass,0 to 30,grassland,temperate,,20,25,22.5,1.9,equal-C,1.2,0.13,,,N,
63,256,Zhu and Cheng 2011,Grass,0 to 30,grassland,temperate,,20,25,22.5,1.7,equal-C,1.2,0.13,,,N,
63,256,Zhu and Cheng 2011,Grass,0 to 30,grassland,temperate,,20,25,22.5,2,equal-C,1.2,0.13,,,N,
